ID Cliente,Zona,País,Tipo de producto,ID Pedido,Unidades,Precio Unitario,Coste unitario,Importe venta total,Importe Coste total
C3370,África,Central African Republic,Material de oficina,337054812,864,651.21,524.96,562645.44,453565.44
C2113,Europa,Netherlands,Cárnicos,211337316,8263,421.89,364.69,3486077.07,3013433.47
C1901,Australia y Oceanía,Solomon Islands,Snacks,190168464,3929,152.58,97.44,599486.82,382841.76
C4251,África,Seychelles ,Ropa,425159585,3024,109.28,35.84,330462.72,108380.16
C2382,Asia,Kazakhstan,Cárnicos,238234508,7740,421.89,364.69,3265428.6,2822700.6
C3716,Europa,Hungary,Cosméticos,371629559,2300,437.2,263.33,1005560,605659
C7378,Asia,Laos,Alimento infantil,737893569,7960,255.28,159.42,2032028.8,1268983.2
C8698,África,Yemen,Ropa,869887864,8005,109.28,35.84,874786.4,286899.2
C3707,Europa,Russia,Cuidado personal,370786273,2753,81.73,56.67,225002.69,156012.51
C2640,Asia,Philippines,Cereales,264075124,4552,205.7,117.11,936346.4,533084.72
C7435,Australia y Oceanía,Marshall Islands,Frutas,743553245,2783,9.33,6.92,25965.39,19258.36
C7233,África,Burkina Faso,Cuidado personal,723331964,8857,81.73,56.67,723882.61,501926.19
C9878,Europa,Kosovo,Snacks,987835109,1215,152.58,97.44,185384.7,118389.6
C1417,Asia,North Korea,Material de oficina,141799008,333,651.21,524.96,216852.93,174811.68
C4602,Asia,Bhutan,Snacks,460272490,3713,152.58,97.44,566529.54,361794.72
C2386,Europa,Switzerland,Material de oficina,238616883,893,651.21,524.96,581530.53,468789.28
C5425,África,Libya,Cuidado personal,542506015,8440,81.73,56.67,689801.2,478294.8
C2579,Centroamérica y Caribe,Honduras,Verduras,257926213,4953,154.06,90.93,763059.18,450376.29
C1411,África,Benin,Alimento infantil,141176307,6061,255.28,159.42,1547252.08,966244.62
C5688,África,Egypt,Cárnicos,568867623,9426,421.89,364.69,3976735.14,3437567.94
C1879,Europa,Cyprus,Bebida,187923991,9740,47.45,31.79,462163,309634.6
C8655,África,Morocco,Cereales,865581738,3726,205.7,117.11,766438.2,436351.86
C9393,Europa,Estonia,Bebida,939389693,5140,47.45,31.79,243893,163400.6
C1672,Asia,South Korea,Alimento infantil,167209184,9768,255.28,159.42,2493575.04,1557214.56
C1772,Asia,Vietnam,Cosméticos,177214038,427,437.2,263.33,186684.4,112441.91
C4178,África,Syria,Snacks,417890584,1965,152.58,97.44,299819.7,191469.6
C4080,Europa,Luxembourg,Ropa,408037650,6263,109.28,35.84,684420.64,224465.92
C1867,Centroamérica y Caribe,Cuba,Cosméticos,186766564,7232,437.2,263.33,3161830.4,1904402.56
C7635,Asia,Maldives,Cárnicos,763501155,5813,421.89,364.69,2452446.57,2119942.97
C9679,Asia,Taiwan,Bebida,967977750,4982,47.45,31.79,236395.9,158377.78
C6002,Europa,Bosnia and Herzegovina,Snacks,600245177,4742,152.58,97.44,723534.36,462060.48
C8806,África,Afghanistan,Cosméticos,880664765,7129,437.2,263.33,3116798.8,1877279.57
C3999,Norteamérica,Canada,Cereales,399910342,1212,205.7,117.11,249308.4,141937.32
C9689,África,Qatar,Cárnicos,968968236,8088,421.89,364.69,3412246.32,2949612.72
C8691,Europa,Malta,Verduras,869137275,5889,154.06,90.93,907259.34,535486.77
C7020,África,Bahrain,Verduras,702028787,4773,154.06,90.93,735328.38,434008.89
C2395,África,Zambia,Frutas,239566600,1935,9.33,6.92,18053.55,13390.2
C6739,Asia,Bangladesh,Ropa,673987042,6598,109.28,35.84,721029.44,236472.32
C5678,África,Egypt,Cárnicos,567838943,5017,421.89,364.69,2116622.13,1829649.73
C8039,Asia,Japan,Ropa,803983628,5477,109.28,35.84,598526.56,196295.68
C5355,Centroamérica y Caribe,Jamaica,Cosméticos,535594928,3296,437.2,263.33,1441011.2,867935.68
C3361,África,Namibia,Alimento infantil,336159169,5823,255.28,159.42,1486495.44,928302.66
C8494,Australia y Oceanía,Federated States of Micronesia,Cárnicos,849475181,7438,421.89,364.69,3138017.82,2712564.22
C5396,África,Iran,Ropa,539654290,4552,109.28,35.84,497442.56,163143.68
C6411,Asia,Malaysia,Cereales,641120326,606,205.7,117.11,124654.2,70968.66
C2086,Asia,Tajikistan,Verduras,208609616,1076,154.06,90.93,165768.56,97840.68
C1671,África,Iran,Cárnicos,167170989,8465,421.89,364.69,3571298.85,3087100.85
C1621,Australia y Oceanía,Samoa ,Cárnicos,162165772,7311,421.89,364.69,3084437.79,2666248.59
C8092,África,Botswana,Cosméticos,809267795,9179,437.2,263.33,4013058.8,2417106.07
C5444,Europa,Austria,Alimento infantil,544463384,7669,255.28,159.42,1957742.32,1222591.98
C5740,África,Syria,Bebida,574051368,3411,47.45,31.79,161851.95,108435.69
C8246,África,Senegal,Frutas,824643075,9066,9.33,6.92,84585.78,62736.72
C3931,África,Mauritius ,Cuidado personal,393162333,4326,81.73,56.67,353563.98,245154.42
C6968,África,Cote d'Ivoire,Frutas,696845471,915,9.33,6.92,8536.95,6331.8
C5232,Centroamérica y Caribe,Belize,Ropa,523241317,7588,109.28,35.84,829216.64,271953.92
C9802,África,Morocco,Cereales,980211198,5131,205.7,117.11,1055446.7,600891.41
C5459,Australia y Oceanía,Australia,Doméstico,545928943,1361,668.27,502.54,909515.47,683956.94
C9188,África,Senegal,Verduras,918880879,6127,154.06,90.93,943925.62,557128.11
C2678,Centroamérica y Caribe,Antigua and Barbuda ,Verduras,267865836,6308,154.06,90.93,971810.48,573586.44
C8819,Europa,Poland,Material de oficina,881995141,817,651.21,524.96,532038.57,428892.32
C6206,Europa,Kosovo,Cuidado personal,620692622,5595,81.73,56.67,457279.35,317068.65
C5636,Asia,Malaysia,Cárnicos,563694608,8616,421.89,364.69,3635004.24,3142169.04
C9610,Centroamérica y Caribe,Guatemala,Bebida,961049926,4885,47.45,31.79,231793.25,155294.15
C7831,Australia y Oceanía,Vanuatu,Material de oficina,783119904,1437,651.21,524.96,935788.77,754367.52
C8705,Centroamérica y Caribe,Nicaragua,Cuidado personal,870578372,2341,81.73,56.67,191329.93,132664.47
C7844,África,Lesotho,Snacks,784411656,3695,152.58,97.44,563783.1,360040.8
C1559,Asia,Turkmenistan,Doméstico,155918586,8629,668.27,502.54,5766501.83,4336417.66
C9367,África,Saudi Arabia,Cosméticos,936710488,2304,437.2,263.33,1007308.8,606712.32
C6487,Asia,Japan,Snacks,648711192,6912,152.58,97.44,1054632.96,673505.28
C9341,Europa,Latvia,Doméstico,934157025,6678,668.27,502.54,4462707.06,3355962.12
C8055,Norteamérica,Greenland,Ropa,805596816,2855,109.28,35.84,311994.4,102323.2
C6958,Centroamérica y Caribe,Costa Rica,Cereales,695891892,8730,205.7,117.11,1795761,1022370.3
C2082,Asia,Japan,Cuidado personal,208216083,4621,81.73,56.67,377674.33,261872.07
C3660,Europa,Cyprus,Cereales,366055715,2875,205.7,117.11,591387.5,336691.25
C4632,África,Pakistan,Cárnicos,463209617,2874,421.89,364.69,1212511.86,1048119.06
C3137,Europa,Monaco,Cosméticos,313789117,6028,437.2,263.33,2635441.6,1587353.24
C7022,Asia,China,Cereales,702218043,779,205.7,117.11,160240.3,91228.69
C2332,Australia y Oceanía,New Zealand,Cárnicos,233232724,7601,421.89,364.69,3206785.89,2772008.69
C2818,Centroamérica y Caribe,Guatemala,Alimento infantil,281881988,3999,255.28,159.42,1020864.72,637520.58
C9435,África,Libya,Snacks,943527162,9509,152.58,97.44,1450883.22,926556.96
C5838,Europa,Liechtenstein,Cárnicos,583842074,699,421.89,364.69,294901.11,254918.31
C7888,África,Democratic Republic of the Congo,Alimento infantil,788813054,6167,255.28,159.42,1574311.76,983143.14
C5147,Asia,Mongolia,Cuidado personal,514738929,1543,81.73,56.67,126109.39,87441.81
C1382,Europa,Bosnia and Herzegovina,Frutas,138231027,4487,9.33,6.92,41863.71,31050.04
C1062,Centroamérica y Caribe,Cuba,Cereales,106213176,9694,205.7,117.11,1994055.8,1135264.34
C4859,Asia,Bhutan,Snacks,485921704,3885,152.58,97.44,592773.3,378554.4
C5149,Asia,Laos,Material de oficina,514905440,817,651.21,524.96,532038.57,428892.32
C8510,Asia,Turkmenistan,Cuidado personal,851025712,6275,81.73,56.67,512855.75,355604.25
C4224,Australia y Oceanía,Papua New Guinea,Alimento infantil,422456347,3076,255.28,159.42,785241.28,490375.92
C4776,África,Qatar,Cosméticos,477683675,6069,437.2,263.33,2653366.8,1598149.77
C5355,Australia y Oceanía,Palau,Ropa,535506522,7135,109.28,35.84,779712.8,255718.4
C6350,Asia,Philippines,Cereales,635036218,184,205.7,117.11,37848.8,21548.24
C8856,Australia y Oceanía,Papua New Guinea,Cárnicos,885696589,6158,421.89,364.69,2597998.62,2245761.02
C1172,África,Liberia,Verduras,117223966,8031,154.06,90.93,1237255.86,730258.83
C8296,África,Iran,Ropa,829667174,5809,109.28,35.84,634807.52,208194.56
C6433,Centroamérica y Caribe,Guatemala,Bebida,643387544,1527,47.45,31.79,72456.15,48543.33
C8490,Australia y Oceanía,Tuvalu,Snacks,849058902,4252,152.58,97.44,648770.16,414314.88
C5576,Asia,Philippines,Material de oficina,557667577,5083,651.21,524.96,3310100.43,2668371.68
C7505,Asia,Singapore,Ropa,750512397,2151,109.28,35.84,235061.28,77091.84
C2292,Asia,Laos,Verduras,229204690,5616,154.06,90.93,865200.96,510662.88
C5656,Europa,Montenegro,Frutas,565668284,2671,9.33,6.92,24920.43,18483.32
C2521,Centroamérica y Caribe,Barbados,Snacks,252139508,2538,152.58,97.44,387248.04,247302.72
C5511,África,Egypt,Snacks,551167190,1474,152.58,97.44,224902.92,143626.56
C5456,África,Sudan,Doméstico,545612657,7765,668.27,502.54,5189116.55,3902223.1
C2886,África,Democratic Republic of the Congo,Snacks,288649737,6727,152.58,97.44,1026405.66,655478.88
C3537,Centroamérica y Caribe,Cuba,Cuidado personal,353764760,5709,81.73,56.67,466596.57,323529.03
C4847,África,Ghana,Frutas,484756553,9091,9.33,6.92,84819.03,62909.72
C9457,Europa,Poland,Bebida,945736443,3285,47.45,31.79,155873.25,104430.15
C2711,África,Saudi Arabia,Bebida,271128261,1732,47.45,31.79,82183.4,55060.28
C2156,Centroamérica y Caribe,Barbados,Alimento infantil,215668332,9907,255.28,159.42,2529058.96,1579373.94
C8044,Europa,Bosnia and Herzegovina,Frutas,804405486,314,9.33,6.92,2929.62,2172.88
C7827,África,Lebanon,Cárnicos,782701051,7489,421.89,364.69,3159534.21,2731163.41
C7662,Europa,Latvia,Doméstico,766228854,3000,668.27,502.54,2004810,1507620
C9909,Australia y Oceanía,Australia,Frutas,990975224,445,9.33,6.92,4151.85,3079.4
C8632,África,Jordan,Cereales,863238990,455,205.7,117.11,93593.5,53285.05
C3096,Europa,United Kingdom,Cuidado personal,309631478,5690,81.73,56.67,465043.7,322452.3
C2270,Centroamérica y Caribe,Haiti,Verduras,227076518,5843,154.06,90.93,900172.58,531303.99
C2328,Asia,South Korea,Cuidado personal,232810437,2637,81.73,56.67,215522.01,149438.79
C9143,África,Niger,Bebida,914382064,4827,47.45,31.79,229041.15,153450.33
C6796,África,Mozambique,Verduras,679652726,3200,154.06,90.93,492992,290976
C7067,Europa,Armenia,Cereales,706796252,5572,205.7,117.11,1146160.4,652536.92
C8942,Europa,Iceland,Frutas,894298970,1793,9.33,6.92,16728.69,12407.56
C3109,Centroamérica y Caribe,Panama,Bebida,310959708,8743,47.45,31.79,414855.35,277939.97
C3458,Europa,Switzerland,Bebida,345889794,5331,47.45,31.79,252955.95,169472.49
C6585,África,Mauritius ,Frutas,658513057,7502,9.33,6.92,69993.66,51913.84
C5285,Europa,Andorra,Material de oficina,528565824,3228,651.21,524.96,2102105.88,1694570.88
C2060,Asia,Bangladesh,Material de oficina,206096923,7514,651.21,524.96,4893191.94,3944549.44
C4614,Australia y Oceanía,Tonga,Ropa,461467683,7397,109.28,35.84,808344.16,265108.48
C3353,Centroamérica y Caribe,Jamaica,Bebida,335351932,6944,47.45,31.79,329492.8,220749.76
C2887,África,Israel,Verduras,288735997,2253,154.06,90.93,347097.18,204865.29
C8529,Europa,France,Cuidado personal,852918708,6454,81.73,56.67,527485.42,365748.18
C3795,África,Benin,Snacks,379511392,4709,152.58,97.44,718499.22,458844.96
C8904,Asia,Philippines,Verduras,890437877,9210,154.06,90.93,1418892.6,837465.3
C4279,Europa,Slovakia,Frutas,427934491,4180,9.33,6.92,38999.4,28925.6
C7045,Asia,Laos,Doméstico,704550063,875,668.27,502.54,584736.25,439722.5
C3531,Australia y Oceanía,Nauru,Cárnicos,353145921,2580,421.89,364.69,1088476.2,940900.2
C7768,África,Benin,Snacks,776895892,9614,152.58,97.44,1466904.12,936788.16
C2992,Centroamérica y Caribe,Guatemala,Verduras,299286305,4323,154.06,90.93,666001.38,393090.39
C9141,Centroamérica y Caribe,Belize,Snacks,914115989,6090,152.58,97.44,929212.2,593409.6
C6354,África,Tunisia ,Alimento infantil,635496270,6323,255.28,159.42,1614135.44,1008012.66
C2478,África,Republic of the Congo,Cárnicos,247850978,3467,421.89,364.69,1462692.63,1264380.23
C1559,Australia y Oceanía,Kiribati,Ropa,155916440,7994,109.28,35.84,873584.32,286504.96
C8347,Europa,Albania,Verduras,834741485,7410,154.06,90.93,1141584.6,673791.3
C5796,Australia y Oceanía,Palau,Cárnicos,579687440,1250,421.89,364.69,527362.5,455862.5
C4564,África,Angola,Cuidado personal,456428134,6083,81.73,56.67,497163.59,344723.61
C2509,África,Swaziland,Snacks,250949895,505,152.58,97.44,77052.9,49207.2
C7195,Centroamérica y Caribe,Barbados,Verduras,719551551,149,154.06,90.93,22954.94,13548.57
C4388,Europa,Sweden,Cosméticos,438844430,2674,437.2,263.33,1169072.8,704144.42
C7557,África,Zambia,Verduras,755752360,2773,154.06,90.93,427208.38,252148.89
C8375,África,Sierra Leone,Ropa,837511670,7169,109.28,35.84,783428.32,256936.96
C8216,África,Sierra Leone,Cosméticos,821671187,9619,437.2,263.33,4205426.8,2532971.27
C4660,Europa,Andorra,Verduras,466092240,5906,154.06,90.93,909878.36,537032.58
C4989,África,Seychelles ,Alimento infantil,498948657,8850,255.28,159.42,2259228,1410867
C3687,Europa,Andorra,Doméstico,368726766,3299,668.27,502.54,2204622.73,1657879.46
C4942,Centroamérica y Caribe,Costa Rica,Bebida,494225394,1132,47.45,31.79,53713.4,35986.28
C9145,África,Burundi,Cosméticos,914555871,6261,437.2,263.33,2737309.2,1648709.13
C8391,Australia y Oceanía,Fiji,Ropa,839142024,9627,109.28,35.84,1052038.56,345031.68
C8977,Norteamérica,Canada,Bebida,897720181,4206,47.45,31.79,199574.7,133708.74
C8903,Asia,Philippines,Bebida,890339171,1,47.45,31.79,47.45,31.79
C2373,Asia,Turkmenistan,Snacks,237360322,9049,152.58,97.44,1380696.42,881734.56
C2294,Europa,Ukraine,Ropa,229457461,417,109.28,35.84,45569.76,14945.28
C8776,Asia,Indonesia,Cuidado personal,877616918,5203,81.73,56.67,425241.19,294854.01
C4631,África,Sao Tome and Principe,Verduras,463137519,1539,154.06,90.93,237098.34,139941.27
C4876,Asia,Indonesia,Cuidado personal,487630593,9584,81.73,56.67,783300.32,543125.28
C7230,Asia,India,Verduras,723019969,6531,154.06,90.93,1006165.86,593863.83
C5615,África,Israel,Alimento infantil,561541974,1604,255.28,159.42,409469.12,255709.68
C3657,África,Qatar,Verduras,365745437,1057,154.06,90.93,162841.42,96113.01
C1184,África,Liberia,Doméstico,118491685,3178,668.27,502.54,2123762.06,1597072.12
C7729,África,South Sudan,Doméstico,772954547,3282,668.27,502.54,2193262.14,1649336.28
C2026,Europa,Latvia,Verduras,202620351,8719,154.06,90.93,1343249.14,792818.67
C8512,Centroamérica y Caribe,Saint Lucia,Frutas,851287925,3869,9.33,6.92,36097.77,26773.48
C2830,África,Mali,Verduras,283068597,5143,154.06,90.93,792330.58,467652.99
C6323,Europa,Portugal,Bebida,632386195,5983,47.45,31.79,283893.35,190199.57
C9539,Asia,Malaysia,Snacks,953977048,1863,152.58,97.44,284256.54,181530.72
C3728,Europa,Spain,Cosméticos,372889983,5287,437.2,263.33,2311476.4,1392225.71
C3344,Europa,Slovenia,Ropa,334486329,793,109.28,35.84,86659.04,28421.12
C5544,África,Jordan,Verduras,554439914,9946,154.06,90.93,1532280.76,904389.78
C3687,Centroamérica y Caribe,Honduras,Doméstico,368737065,6347,668.27,502.54,4241509.69,3189621.38
C9836,África,Lebanon,Material de oficina,983676612,624,651.21,524.96,406355.04,327575.04
C5258,África,Tunisia ,Cereales,525869882,5439,205.7,117.11,1118802.3,636961.29
C7922,Europa,Romania,Frutas,792240703,484,9.33,6.92,4515.72,3349.28
C5000,Europa,Netherlands,Cereales,500025403,7483,205.7,117.11,1539253.1,876334.13
C2367,África,Azerbaijan,Frutas,236772811,5191,9.33,6.92,48432.03,35921.72
C2103,Europa,Slovenia,Doméstico,210344254,4394,668.27,502.54,2936378.38,2208160.76
C6989,África,Chad,Ropa,698913562,2909,109.28,35.84,317895.52,104258.56
C7009,Australia y Oceanía,Nauru,Verduras,700967061,585,154.06,90.93,90125.1,53194.05
C1853,África,Kenya,Ropa,185303580,4302,109.28,35.84,470122.56,154183.68
C5410,Centroamérica y Caribe,Jamaica,Cuidado personal,541034448,2971,81.73,56.67,242819.83,168366.57
C5275,Europa,Bosnia and Herzegovina,Alimento infantil,527583491,2534,255.28,159.42,646879.52,403970.28
C3246,Centroamérica y Caribe,Antigua and Barbuda ,Cuidado personal,324687039,965,81.73,56.67,78869.45,54686.55
C1823,Europa,Romania,Cosméticos,182393920,3269,437.2,263.33,1429206.8,860825.77
C8710,Asia,Kazakhstan,Frutas,871065461,6482,9.33,6.92,60477.06,44855.44
C5313,África,Burkina Faso,Material de oficina,531375491,4671,651.21,524.96,3041801.91,2452088.16
C5243,Centroamérica y Caribe,Saint Lucia,Cereales,524310338,3935,205.7,117.11,809429.5,460827.85
C4811,Centroamérica y Caribe,Jamaica,Snacks,481168830,7404,152.58,97.44,1129702.32,721445.76
C5535,África,Bahrain,Doméstico,553562295,239,668.27,502.54,159716.53,120107.06
C9634,África,Pakistan,Cereales,963414561,4633,205.7,117.11,953008.1,542570.63
C6529,Centroamérica y Caribe,Saint Lucia,Cereales,652961957,4808,205.7,117.11,989005.6,563064.88
C4347,África,Angola,Snacks,434753310,2021,152.58,97.44,308364.18,196926.24
C7416,Europa,Kosovo,Cosméticos,741649949,9556,437.2,263.33,4177883.2,2516381.48
C2768,Europa,Georgia,Frutas,276825702,7732,9.33,6.92,72139.56,53505.44
C9637,Australia y Oceanía,Nauru,Doméstico,963766896,8896,668.27,502.54,5944929.92,4470595.84
C2962,Australia y Oceanía,Solomon Islands,Material de oficina,296272361,2430,651.21,524.96,1582440.3,1275652.8
C7884,Asia,Thailand,Alimento infantil,788453423,9744,255.28,159.42,2487448.32,1553388.48
C5247,Europa,Russia,Cereales,524733912,9280,205.7,117.11,1908896,1086780.8
C8098,Australia y Oceanía,Samoa ,Frutas,809850156,1513,9.33,6.92,14116.29,10469.96
C3188,Australia y Oceanía,Vanuatu,Snacks,318850982,3946,152.58,97.44,602080.68,384498.24
C9470,África,Lesotho,Frutas,947097718,6116,9.33,6.92,57062.28,42322.72
C1602,Australia y Oceanía,Solomon Islands,Bebida,160264194,4591,47.45,31.79,217842.95,145947.89
C4443,Asia,Taiwan,Snacks,444336736,7969,152.58,97.44,1215910.02,776499.36
C7556,Asia,Singapore,Verduras,755614173,1880,154.06,90.93,289632.8,170948.4
C5707,África,Ghana,Verduras,570707833,3985,154.06,90.93,613929.1,362356.05
C3365,Europa,Belarus,Bebida,336541545,8977,47.45,31.79,425958.65,285378.83
C1203,África,Lesotho,Snacks,120351636,3578,152.58,97.44,545931.24,348640.32
C9596,África,Democratic Republic of the Congo,Cereales,959686934,1545,205.7,117.11,317806.5,180934.95
C8124,Europa,San Marino,Frutas,812408769,8663,9.33,6.92,80825.79,59947.96
C4066,África,Mauritius ,Frutas,406690967,7749,9.33,6.92,72298.17,53623.08
C9910,Europa,Kosovo,Verduras,991019856,3653,154.06,90.93,562781.18,332167.29
C2841,África,Tunisia ,Verduras,284194266,8254,154.06,90.93,1271611.24,750536.22
C1253,Europa,Czech Republic,Material de oficina,125325524,5463,651.21,524.96,3557560.23,2867856.48
C6238,Australia y Oceanía,Federated States of Micronesia,Cosméticos,623837459,6222,437.2,263.33,2720258.4,1638439.26
C6094,Europa,Estonia,Doméstico,609466397,3506,668.27,502.54,2342954.62,1761905.24
C7822,Asia,Nepal,Frutas,782261168,7318,9.33,6.92,68276.94,50640.56
C5625,África,Democratic Republic of the Congo,Bebida,562583100,9696,47.45,31.79,460075.2,308235.84
C3411,Asia,Singapore,Snacks,341106021,9707,152.58,97.44,1481094.06,945850.08
C1288,Asia,India,Bebida,128816258,8448,47.45,31.79,400857.6,268561.92
C9070,África,Angola,Cereales,907012641,4051,205.7,117.11,833290.7,474412.61
C5773,Asia,Kyrgyzstan,Alimento infantil,577306497,6676,255.28,159.42,1704249.28,1064287.92
C7116,África,Burundi,Doméstico,711621654,3516,668.27,502.54,2349637.32,1766930.64
C7021,África,South Africa,Material de oficina,702194440,3794,651.21,524.96,2470690.74,1991698.24
C9115,Europa,Georgia,Cereales,911573684,3765,205.7,117.11,774460.5,440919.15
C4226,África,The Gambia,Bebida,422620713,1715,47.45,31.79,81376.75,54519.85
C1885,Asia,Nepal,Doméstico,188509356,2963,668.27,502.54,1980084.01,1489026.02
C7827,Europa,Albania,Verduras,782725942,4855,154.06,90.93,747961.3,441465.15
C1490,Centroamérica y Caribe,Dominica,Material de oficina,149069297,1772,651.21,524.96,1153944.12,930229.12
C3516,África,Oman,Bebida,351650750,126,47.45,31.79,5978.7,4005.54
C8248,África,Ethiopia,Cereales,824894130,3359,205.7,117.11,690946.3,393372.49
C6235,Centroamérica y Caribe,Saint Kitts and Nevis ,Bebida,623535764,6944,47.45,31.79,329492.8,220749.76
C6726,África,The Gambia,Verduras,672624480,3386,154.06,90.93,521647.16,307888.98
C6175,África,Rwanda,Cosméticos,617521607,7221,437.2,263.33,3157021.2,1901505.93
C1739,Asia,Japan,Frutas,173900973,17,9.33,6.92,158.61,117.64
C4777,Europa,Ireland,Verduras,477748906,5373,154.06,90.93,827764.38,488566.89
C9353,Europa,Andorra,Alimento infantil,935364234,3918,255.28,159.42,1000187.04,624607.56
C5733,Asia,Kazakhstan,Snacks,573358285,8313,152.58,97.44,1268397.54,810018.72
C2886,Europa,Italy,Verduras,288654887,8251,154.06,90.93,1271149.06,750263.43
C5984,África,Tanzania,Snacks,598490369,5455,152.58,97.44,832323.9,531535.2
C2904,Centroamérica y Caribe,Antigua and Barbuda ,Ropa,290413558,8680,109.28,35.84,948550.4,311091.2
C4722,África,Qatar,Cosméticos,472285783,8713,437.2,263.33,3809323.6,2294394.29
C5222,África,Jordan,Cárnicos,522280871,3371,421.89,364.69,1422191.19,1229369.99
C3388,Centroamérica y Caribe,El Salvador,Doméstico,338885152,2502,668.27,502.54,1672011.54,1257355.08
C7908,Australia y Oceanía,Tonga,Doméstico,790897452,2986,668.27,502.54,1995454.22,1500584.44
C5674,África,Madagascar,Cárnicos,567429101,3735,421.89,364.69,1575759.15,1362117.15
C2279,África,Seychelles ,Alimento infantil,227903926,691,255.28,159.42,176398.48,110159.22
C8520,África,Swaziland,Bebida,852058255,1827,47.45,31.79,86691.15,58080.33
C8899,Australia y Oceanía,Tonga,Cereales,889940917,2149,205.7,117.11,442049.3,251669.39
C2119,África,Azerbaijan,Bebida,211913239,8692,47.45,31.79,412435.4,276318.68
C5586,África,Madagascar,Cereales,558649051,5523,205.7,117.11,1136081.1,646798.53
C5911,África,Iran,Alimento infantil,591134679,8743,255.28,159.42,2231913.04,1393809.06
C8406,Australia y Oceanía,New Zealand,Cosméticos,840668952,1479,437.2,263.33,646618.8,389465.07
C5588,África,Democratic Republic of the Congo,Doméstico,558863198,8894,668.27,502.54,5943593.38,4469590.76
C8676,Europa,Lithuania,Alimento infantil,867641246,3180,255.28,159.42,811790.4,506955.6
C7092,África,Seychelles ,Cereales,709239423,8561,205.7,117.11,1760997.7,1002578.71
C8962,Europa,Croatia,Cereales,896206557,6291,205.7,117.11,1294058.7,736739.01
C9614,África,Swaziland,Alimento infantil,961403977,9656,255.28,159.42,2464983.68,1539359.52
C5080,Asia,Singapore,Snacks,508005511,8975,152.58,97.44,1369405.5,874524
C5594,Europa,Germany,Frutas,559497487,6595,9.33,6.92,61531.35,45637.4
C4096,Europa,Norway,Cosméticos,409678733,1896,437.2,263.33,828931.2,499273.68
C7726,Asia,Malaysia,Cosméticos,772660577,6290,437.2,263.33,2749988,1656345.7
C6328,Europa,Austria,Bebida,632866847,8219,47.45,31.79,389991.55,261282.01
C3950,Asia,Malaysia,Snacks,395033872,8156,152.58,97.44,1244442.48,794720.64
C5342,África,Lesotho,Cuidado personal,534210479,3607,81.73,56.67,294800.11,204408.69
C2457,África,Benin,Frutas,245757997,4107,9.33,6.92,38318.31,28420.44
C5953,Europa,Greece,Material de oficina,595350253,6225,651.21,524.96,4053782.25,3267876
C4689,Europa,Lithuania,Cereales,468973577,8558,205.7,117.11,1760380.6,1002227.38
C6229,África,Comoros,Cárnicos,622926795,6736,421.89,364.69,2841851.04,2456551.84
C5338,Asia,Myanmar,Doméstico,533821237,8421,668.27,502.54,5627501.67,4231889.34
C6485,África,Ethiopia,Cuidado personal,648580729,8306,81.73,56.67,678849.38,470701.02
C1344,África,Guinea,Cereales,134441602,3112,205.7,117.11,640138.4,364446.32
C9289,Centroamérica y Caribe,Saint Lucia,Cosméticos,928952682,6597,437.2,263.33,2884208.4,1737188.01
C9899,África,Eritrea,Material de oficina,989975297,4545,651.21,524.96,2959749.45,2385943.2
C1456,África,Niger,Cuidado personal,145683276,9774,81.73,56.67,798829.02,553892.58
C5445,Centroamérica y Caribe,Barbados,Cosméticos,544562947,7132,437.2,263.33,3118110.4,1878069.56
C8054,Australia y Oceanía,Tonga,Snacks,805413138,8501,152.58,97.44,1297082.58,828337.44
C9673,Asia,Indonesia,Bebida,967345178,7789,47.45,31.79,369588.05,247612.31
C2397,Asia,Indonesia,Ropa,239782893,5941,109.28,35.84,649232.48,212925.44
C1524,África,Lebanon,Cuidado personal,152462613,5930,81.73,56.67,484658.9,336053.1
C5054,África,Afghanistan,Ropa,505433166,7760,109.28,35.84,848012.8,278118.4
C7190,Europa,Hungary,Frutas,719055879,3468,9.33,6.92,32356.44,23998.56
C2840,África,Gabon,Cosméticos,284004580,2121,437.2,263.33,927301.2,558522.93
C1112,Asia,Mongolia,Material de oficina,111265599,4818,651.21,524.96,3137529.78,2529257.28
C2821,Norteamérica,Canada,Alimento infantil,282137763,9689,255.28,159.42,2473407.92,1544620.38
C4982,África,Afghanistan,Doméstico,498232400,6894,668.27,502.54,4607053.38,3464510.76
C5314,Europa,Liechtenstein,Cereales,531473338,3626,205.7,117.11,745868.2,424640.86
C6740,Centroamérica y Caribe,Honduras,Alimento infantil,674096906,9109,255.28,159.42,2325345.52,1452156.78
C3886,Norteamérica,Mexico,Alimento infantil,388651931,9598,255.28,159.42,2450177.44,1530113.16
C5579,África,Liberia,Material de oficina,557999742,3378,651.21,524.96,2199787.38,1773314.88
C3353,Europa,Ireland,Snacks,335314166,5768,152.58,97.44,880081.44,562033.92
C2940,África,Morocco,Cárnicos,294081532,4115,421.89,364.69,1736077.35,1500699.35
C1781,Centroamérica y Caribe,Dominica,Ropa,178100669,2801,109.28,35.84,306093.28,100387.84
C2514,África,Cameroon,Doméstico,251482903,8234,668.27,502.54,5502535.18,4137914.36
C8486,Asia,Nepal,Cárnicos,848652064,3860,421.89,364.69,1628495.4,1407703.4
